,AwardType,Name,Project,SubjectArea,Species,Year,Value
254,Misc,Cullenberg,Western AK Tech Training,NA,NA,X2002..FY03.,NA
255,Misc,Kruse/Tyler,Book: Fishes Catches Science,NA,NA,X2002..FY03.,NA
256,Misc,Knapp,Symposium on MSFCMA Reauthorization,NA,NA,X2002..FY03.,NA
257,Misc,Castellini/Weisenberg,UAF-UW Seminar Exchange,NA,NA,X2002..FY03.,NA
258,Misc,Sutton/Rosenberger,Increasing grad experiential learning,NA,NA,X2002..FY03.,NA
259,Misc,Atkinson,Matt Meyers Travel Fund,NA,NA,X2002..FY03.,NA
260,Misc,Quinn,Workshop:Spatial Distribution Pollock,Stock dynamics,Pollock,X2002..FY03.,NA
261,Misc,Atkinson,Graduate Student Support,NA,NA,X2002..FY03.,NA
262,Misc,Christie,Wakefield Symposium Support,NA,NA,X2002..FY03.,NA
263,Misc,Sigman,AK Seafood Industry K-12,Seafood Science,NA,X2002..FY03.,NA
264,Misc,Criddle,Book: Pollock in a Sea of Change,Marine Resource Economics,Pollock,X2002..FY03.,NA
265,GraduateFellowship,Kray Van Kirk,Multispecies age-structured assessment,Stock dynamics,Pollock,X2002..FY03.,NA
266,GraduateFellowship,Sarah Miller,Oceanography and salmon survival,Bycatch Species,Salmon,X2002..FY03.,NA
267,GraduateFellowship,Adam Zaleski,Factors influencing SSL Populations,Marine mammals,Sea lions,X2002..FY03.,NA
268,GraduateFellowship,Tadayasu Uchiyama,Pollock predators and competitors in the EBS,Stock dynamics,Pollock,X2002..FY03.,NA
269,GraduateFellowship,Julie Nielsen,Multi-scale movement of demersal fish,Bycatch Species,Halibut,X2002..FY03.,NA
270,GraduateFellowship,James Strong,Bioeconomic model of EBS pollock,Marine Resource Economics,Pollock,X2002..FY03.,NA
271,GraduateFellowship,Elizabeth Figus,Monitoring incidental catch species utilizing local fisheries knowledge,Bycatch Species,Halibut,X2002..FY03.,NA
272,GraduateFellowship,Cory Graham,Growth Survival and Recruitment of Chinook Salmon in SE Alaska,Bycatch Species,Salmon,X2002..FY03.,NA
273,GraduateFellowship,Kaitlyn Manishin,Salmon shark predation impacts on Chinook salmon production,Bycatch Species,Salmon,X2002..FY03.,NA
274,ResearchProjects,Knapp,Markets for Alaska pollock products,Marine Resource Economics,Pollock,X2003..FY04.,NA
275,ResearchProjects,Atkinson,Metabolic condition in sea lions,Marine mammals,Sea lions,X2003..FY04.,NA
276,ResearchProjects,Horning,Validation transmitters in sea lion,Marine mammals,Sea lions,X2003..FY04.,NA
277,ResearchProjects,Musgrave,Hydrographic data collecting,Ocean Science,Food web,X2003..FY04.,NA
278,ResearchProjects,Goering,Interaction & exam of variability,Ocean Science,Food web,X2003..FY04.,NA
279,ResearchProjects,Atkinson,Capture & holding-transient sea lions,Marine mammals,Sea lions,X2003..FY04.,NA
280,ResearchProjects,Springer,Diet and stress hormones in SSL,Marine mammals,Sea lions,X2003..FY04.,NA
281,ResearchProjects,Knapp,Future Russian pollock supply,Marine Resource Economics,Pollock,X2003..FY04.,NA
282,ResearchProjects,Henrichs,Sinking particles and pelagic webs,Ocean Science,Food web,X2003..FY04.,NA
283,ResearchProjects,Springer,Distribution of age 2 salmon,Bycatch Species,Salmon,X2003..FY04.,NA
284,ResearchProjects,Springer,Competition of SSL & comm fisheries,Marine mammals,Sea lions,X2003..FY04.,NA
285,ResearchProjects,Worthy,Killer whales & the decline of SSL,Marine mammals,Sea lions,X2003..FY04.,NA
286,ResearchProjects,Jewett,Kvichak bay smolt study,Bycatch Species,Salmon,X2003..FY04.,NA
287,ResearchProjects,Foy,Quality of species in habitat units,Ecosystem,Food web,X2003..FY04.,NA
288,ResearchProjects,Gharrett,Chinook salmon bycatch DNA,Bycatch Species,Salmon,X2003..FY04.,61111
289,ResearchProjects,Quinn,Fishing induces declines in pollock,Stock dynamics,Pollock,X2003..FY04.,18544
290,ResearchProjects,Knapp,Producer cooperative organizations,Marine Resource Economics,Pollock,X2003..FY04.,NA
291,ResearchProjects,Wynne,Shallow water nearshore fish assembly,Ecosystem,Groundfish,X2003..FY04.,NA
292,ResearchProjects,Springer,Jellyfish impact on food web,Ecosystem,Food web,X2003..FY04.,NA
293,ResearchProjects,Kruse,Examination of maturation-pollock,Stock dynamics,Pollock,X2003..FY04.,NA
294,ResearchProjects,Norcross,Environmental predictors of pollock,Stock dynamics,Pollock,X2003..FY04.,42837
295,ResearchProjects,Mellish,Integrating science and tradition,Marine mammals,Sea lions,X2003..FY04.,29400
296,ResearchProjects,Foy/Buck,Metabolic perf. of pollock,Stock dynamics,Pollock,X2003..FY04.,NA
297,ResearchProjects,Finney,Food web dynamics-Bering Sea,Ecosystem,Food web,X2003..FY04.,NA
298,ResearchProjects,Gharrett,Develop DNA markers-Chum,Bycatch Species,Salmon,X2003..FY04.,NA
299,ResearchProjects,Trites,Changes in Steller Sea Lion skull ,Marine mammals,Sea lions,X2003..FY04.,NA
300,ResearchProjects,Kate Wynne,Predation on Northern fur seals in the Pribilof Is.,Marine mammals,Fur Seals,X2003..FY04.,NA
301,ResearchProjects,Konar,Essential larval/juvenile fish habitat . . . ,Ecosystem,Food web,X2003..FY04.,NA
302,ResearchProjects,Quinn,Acoustic data logger,Stock dynamics,Pollock,X2003..FY04.,NA
303,ResearchProjects,Mellish,Integration science and tradition,Marine mammals,Sea lions,X2003..FY04.,NA
304,ResearchProjects,Kruse,Local and traditional knowledge,Marine mammals,Sea lions,X2003..FY04.,NA
305,ResearchProjects,Springer,Causes of Northern Fur Seal decline,Marine mammals,Fur Seals,X2003..FY04.,NA
306,ResearchProjects,Gallucci/Foy,Bycatch & sharks in Bering Sea,Bycatch Species,Sharks & Rays,X2003..FY04.,NA
307,ResearchProjects,Castlinni,Walleye pollock stock distribution and growth.,Stock dynamics,Pollock,X2003..FY04.,NA
308,ResearchProjects,Gharrett,Combining genetics and population,Bycatch Species,Rockfish,X2003..FY04.,NA
309,ResearchProjects,Johnson,Bering Sea temperatures/walleye,Stock dynamics,Pollock,X2003..FY04.,NA
310,ResearchProjects,Oliveira,Purification of pollock oil,Seafood Science,Pollock,X2003..FY04.,NA
311,ResearchProjects,Mellish,Assess behavior/physiology,Marine mammals,Sea lions,X2003..FY04.,NA
312,ResearchProjects,Springer,Fatty acid comp forage species,Ecosystem,Food web,X2003..FY04.,NA
313,ResearchProjects,Atkinson,Maternal investment impact on SSL pup  ,Marine mammals,Sea lions,X2003..FY04.,NA
314,ResearchProjects,Mathis,Impacts of ocean acidification,Ocean Science,Food web,X2003..FY04.,NA
315,ResearchProjects,Hillgruber,Feeding patterns prey selection,Ecosystem,Food web,X2003..FY04.,NA
316,ResearchProjects,Mellish,Consummate & consumed predators,Marine mammals,Sea lions,X2003..FY04.,NA
317,ResearchProjects,Adkinson,Salmon initiative,Bycatch Species,Salmon,X2003..FY04.,NA
318,ResearchProjects,Kruse,Walleye pollock-maturity,Stock dynamics,Pollock,X2003..FY04.,NA
319,ResearchProjects,Quinn,Skates injuries-longline,Bycatch Species,Sharks & Rays,X2003..FY04.,NA
320,ResearchProjects,Walker,Augmenting SSL projects,Marine mammals,Sea lions,X2003..FY04.,NA
321,ResearchProjects,Andrews,Behavior of transient killer whales,Marine mammals,Orca,X2003..FY04.,NA
322,ResearchProjects,Oliveira/Crapo,Replacing ethoxyquin in fishmeal,Seafood Science,Pollock,X2003..FY04.,NA
323,ResearchProjects,Andrews,Vital rates in Russian SSL rookeries,Marine mammals,Sea lions,X2003..FY04.,NA
324,ResearchProjects,Knapp,Modeling: fisheries management ,Marine Resource Economics,Groundfish,X2003..FY04.,NA
325,ResearchProjects,Mellish,SSL reproduction & survival ,Marine mammals,Pollock,X2003..FY04.,NA
326,ResearchProjects,Quinn,Effect of handling on skates  ,Bycatch Species,Sharks & Rays,X2003..FY04.,NA
327,ResearchProjects,Fong/Oliveira,Developing pet treats from pollock skins,Seafood Science,Pollock,X2003..FY04.,NA
328,ResearchProjects,Beaudreau ,Interactions of groundfish predators,Ecosystem,Groundfish,X2003..FY04.,NA
329,ResearchProjects,McPhee,Effects of Asian pink and chum salmon  ,Bycatch Species,Salmon,X2003..FY04.,NA
330,ResearchProjects,Fong/Oliveira/Smith,Nutritional value of Alaska pollock  ,Seafood Science,Pollock,X2003..FY04.,NA
331,ResearchProjects,Adkison/Westley,Drivers of AYK Chinook salmon survival,Bycatch Species,Salmon,X2003..FY04.,NA
332,ResearchProjects,Kruse,Decline in Pacific halibut size at age,Bycatch Species,Halibut,X2003..FY04.,NA
333,ResearchProjects,Burns/Testa,Maternal foraging of Northern Fur Seals,Marine mammals,Fur Seals,X2003..FY04.,NA
334,ResearchProjects,Fong/Park,Gel enhancement of Alaska Pollock surimi,Seafood Science,Pollock,X2003..FY04.,NA
335,ResearchProjects,Fong/Sannito,Alternative product forms for Pollock roe,Seafood Science,Pollock,X2003..FY04.,NA
336,ResearchProjects,Rea/Wade,"Behavior of ""resident"" killer whales",Marine mammals,Orca,X2003..FY04.,NA
337,ResearchProjects,Fong et al,Development of value-added market opportunities for pollock co-products (dietary supplements from milt),Seafood Science,Pollock,X2003..FY04.,NA
338,ResearchProjects,Hopcroft,First-year pollock and their zooplankton predators in the northern Gulf of Alaska,Ecosystem,Pollock,X2003..FY04.,NA
339,ResearchProjects,McPhee et al,Improved resolution of chum salmon genetic stock identification,Bycatch Species,Salmon,X2003..FY04.,NA
340,ResearchProjects,Seitz,Further examination of the movement behavior and predation of Chinook salmon in the Bering Sea,Bycatch Species,Salmon,X2003..FY04.,NA
341,Misc,Merritt,Instruction in Fisheries Management,NA,NA,X2003..FY04.,NA
342,Misc,Sugai,NOSB Western Alaska Support,NA,NA,X2003..FY04.,NA
343,Misc,Whitledge,Keeping Mooring 2 Alive-Biophysical,Ocean Science,Food web,X2003..FY04.,NA
344,Misc,Henrichs,Keeping Mooring 2 Alive-Sinking Particles,Ocean Science,Food web,X2003..FY04.,NA
345,Misc,Cullenberg,Western AK Tech Training,NA,NA,X2003..FY04.,40000
346,Misc,Kruse/Tyler,Book: Fishes Catches Science,NA,NA,X2003..FY04.,NA
347,Misc,Knapp,Symposium on MSFCMA Reauthorization,NA,NA,X2003..FY04.,NA
348,Misc,Castellini/Weisenberg,UAF-UW Seminar Exchange,NA,NA,X2003..FY04.,NA
349,Misc,Sutton/Rosenberger,Increasing grad experiential learning,NA,NA,X2003..FY04.,NA
350,Misc,Atkinson,Matt Meyers Travel Fund,NA,NA,X2003..FY04.,NA
351,Misc,Quinn,Workshop:Spatial Distribution Pollock,Stock dynamics,Pollock,X2003..FY04.,NA
352,Misc,Atkinson,Graduate Student Support,NA,NA,X2003..FY04.,NA
353,Misc,Christie,Wakefield Symposium Support,NA,NA,X2003..FY04.,NA
354,Misc,Sigman,AK Seafood Industry K-12,Seafood Science,NA,X2003..FY04.,NA
355,Misc,Criddle,Book: Pollock in a Sea of Change,Marine Resource Economics,Pollock,X2003..FY04.,NA
356,GraduateFellowship,Kray Van Kirk,Multispecies age-structured assessment,Stock dynamics,Pollock,X2003..FY04.,NA
357,GraduateFellowship,Sarah Miller,Oceanography and salmon survival,Bycatch Species,Salmon,X2003..FY04.,NA
358,GraduateFellowship,Adam Zaleski,Factors influencing SSL Populations,Marine mammals,Sea lions,X2003..FY04.,NA
359,GraduateFellowship,Tadayasu Uchiyama,Pollock predators and competitors in the EBS,Stock dynamics,Pollock,X2003..FY04.,NA
360,GraduateFellowship,Julie Nielsen,Multi-scale movement of demersal fish,Bycatch Species,Halibut,X2003..FY04.,NA
361,GraduateFellowship,James Strong,Bioeconomic model of EBS pollock,Marine Resource Economics,Pollock,X2003..FY04.,NA
362,GraduateFellowship,Elizabeth Figus,Monitoring incidental catch species utilizing local fisheries knowledge,Bycatch Species,Halibut,X2003..FY04.,NA
363,GraduateFellowship,Cory Graham,Growth Survival and Recruitment of Chinook Salmon in SE Alaska,Bycatch Species,Salmon,X2003..FY04.,NA
364,GraduateFellowship,Kaitlyn Manishin,Salmon shark predation impacts on Chinook salmon production,Bycatch Species,Salmon,X2003..FY04.,NA
365,ResearchProjects,Knapp,Markets for Alaska pollock products,Marine Resource Economics,Pollock,X2004..FY05.,NA
366,ResearchProjects,Atkinson,Metabolic condition in sea lions,Marine mammals,Sea lions,X2004..FY05.,NA
367,ResearchProjects,Horning,Validation transmitters in sea lion,Marine mammals,Sea lions,X2004..FY05.,NA
368,ResearchProjects,Musgrave,Hydrographic data collecting,Ocean Science,Food web,X2004..FY05.,NA
369,ResearchProjects,Goering,Interaction & exam of variability,Ocean Science,Food web,X2004..FY05.,NA
370,ResearchProjects,Atkinson,Capture & holding-transient sea lions,Marine mammals,Sea lions,X2004..FY05.,NA
371,ResearchProjects,Springer,Diet and stress hormones in SSL,Marine mammals,Sea lions,X2004..FY05.,NA
372,ResearchProjects,Knapp,Future Russian pollock supply,Marine Resource Economics,Pollock,X2004..FY05.,NA
373,ResearchProjects,Henrichs,Sinking particles and pelagic webs,Ocean Science,Food web,X2004..FY05.,NA
374,ResearchProjects,Springer,Distribution of age 2 salmon,Bycatch Species,Salmon,X2004..FY05.,NA
375,ResearchProjects,Springer,Competition of SSL & comm fisheries,Marine mammals,Sea lions,X2004..FY05.,NA
376,ResearchProjects,Worthy,Killer whales & the decline of SSL,Marine mammals,Sea lions,X2004..FY05.,NA
377,ResearchProjects,Jewett,Kvichak bay smolt study,Bycatch Species,Salmon,X2004..FY05.,NA
378,ResearchProjects,Foy,Quality of species in habitat units,Ecosystem,Food web,X2004..FY05.,NA
379,ResearchProjects,Gharrett,Chinook salmon bycatch DNA,Bycatch Species,Salmon,X2004..FY05.,NA
380,ResearchProjects,Quinn,Fishing induces declines in pollock,Stock dynamics,Pollock,X2004..FY05.,18544
381,ResearchProjects,Knapp,Producer cooperative organizations,Marine Resource Economics,Pollock,X2004..FY05.,NA
382,ResearchProjects,Wynne,Shallow water nearshore fish assembly,Ecosystem,Groundfish,X2004..FY05.,NA
383,ResearchProjects,Springer,Jellyfish impact on food web,Ecosystem,Food web,X2004..FY05.,NA
384,ResearchProjects,Kruse,Examination of maturation-pollock,Stock dynamics,Pollock,X2004..FY05.,78329
385,ResearchProjects,Norcross,Environmental predictors of pollock,Stock dynamics,Pollock,X2004..FY05.,NA
386,ResearchProjects,Mellish,Integrating science and tradition,Marine mammals,Sea lions,X2004..FY05.,29400
387,ResearchProjects,Foy/Buck,Metabolic perf. of pollock,Stock dynamics,Pollock,X2004..FY05.,67603
388,ResearchProjects,Finney,Food web dynamics-Bering Sea,Ecosystem,Food web,X2004..FY05.,75162
389,ResearchProjects,Gharrett,Develop DNA markers-Chum,Bycatch Species,Salmon,X2004..FY05.,78230
390,ResearchProjects,Trites,Changes in Steller Sea Lion skull ,Marine mammals,Sea lions,X2004..FY05.,NA
391,ResearchProjects,Kate Wynne,Predation on Northern fur seals in the Pribilof Is.,Marine mammals,Fur Seals,X2004..FY05.,NA
392,ResearchProjects,Konar,Essential larval/juvenile fish habitat . . . ,Ecosystem,Food web,X2004..FY05.,NA
393,ResearchProjects,Quinn,Acoustic data logger,Stock dynamics,Pollock,X2004..FY05.,NA
394,ResearchProjects,Mellish,Integration science and tradition,Marine mammals,Sea lions,X2004..FY05.,NA
395,ResearchProjects,Kruse,Local and traditional knowledge,Marine mammals,Sea lions,X2004..FY05.,NA
396,ResearchProjects,Springer,Causes of Northern Fur Seal decline,Marine mammals,Fur Seals,X2004..FY05.,NA
397,ResearchProjects,Gallucci/Foy,Bycatch & sharks in Bering Sea,Bycatch Species,Sharks & Rays,X2004..FY05.,NA
398,ResearchProjects,Castlinni,Walleye pollock stock distribution and growth.,Stock dynamics,Pollock,X2004..FY05.,NA
399,ResearchProjects,Gharrett,Combining genetics and population,Bycatch Species,Rockfish,X2004..FY05.,NA
400,ResearchProjects,Johnson,Bering Sea temperatures/walleye,Stock dynamics,Pollock,X2004..FY05.,NA
401,ResearchProjects,Oliveira,Purification of pollock oil,Seafood Science,Pollock,X2004..FY05.,NA
402,ResearchProjects,Mellish,Assess behavior/physiology,Marine mammals,Sea lions,X2004..FY05.,NA
403,ResearchProjects,Springer,Fatty acid comp forage species,Ecosystem,Food web,X2004..FY05.,NA
404,ResearchProjects,Atkinson,Maternal investment impact on SSL pup  ,Marine mammals,Sea lions,X2004..FY05.,NA
405,ResearchProjects,Mathis,Impacts of ocean acidification,Ocean Science,Food web,X2004..FY05.,NA
406,ResearchProjects,Hillgruber,Feeding patterns prey selection,Ecosystem,Food web,X2004..FY05.,NA
407,ResearchProjects,Mellish,Consummate & consumed predators,Marine mammals,Sea lions,X2004..FY05.,NA
408,ResearchProjects,Adkinson,Salmon initiative,Bycatch Species,Salmon,X2004..FY05.,NA
409,ResearchProjects,Kruse,Walleye pollock-maturity,Stock dynamics,Pollock,X2004..FY05.,NA
410,ResearchProjects,Quinn,Skates injuries-longline,Bycatch Species,Sharks & Rays,X2004..FY05.,NA
411,ResearchProjects,Walker,Augmenting SSL projects,Marine mammals,Sea lions,X2004..FY05.,NA
412,ResearchProjects,Andrews,Behavior of transient killer whales,Marine mammals,Orca,X2004..FY05.,NA
413,ResearchProjects,Oliveira/Crapo,Replacing ethoxyquin in fishmeal,Seafood Science,Pollock,X2004..FY05.,NA
414,ResearchProjects,Andrews,Vital rates in Russian SSL rookeries,Marine mammals,Sea lions,X2004..FY05.,NA
415,ResearchProjects,Knapp,Modeling: fisheries management ,Marine Resource Economics,Groundfish,X2004..FY05.,NA
416,ResearchProjects,Mellish,SSL reproduction & survival ,Marine mammals,Pollock,X2004..FY05.,NA
417,ResearchProjects,Quinn,Effect of handling on skates  ,Bycatch Species,Sharks & Rays,X2004..FY05.,NA
418,ResearchProjects,Fong/Oliveira,Developing pet treats from pollock skins,Seafood Science,Pollock,X2004..FY05.,NA
419,ResearchProjects,Beaudreau ,Interactions of groundfish predators,Ecosystem,Groundfish,X2004..FY05.,NA
420,ResearchProjects,McPhee,Effects of Asian pink and chum salmon  ,Bycatch Species,Salmon,X2004..FY05.,NA
421,ResearchProjects,Fong/Oliveira/Smith,Nutritional value of Alaska pollock  ,Seafood Science,Pollock,X2004..FY05.,NA
422,ResearchProjects,Adkison/Westley,Drivers of AYK Chinook salmon survival,Bycatch Species,Salmon,X2004..FY05.,NA
423,ResearchProjects,Kruse,Decline in Pacific halibut size at age,Bycatch Species,Halibut,X2004..FY05.,NA
424,ResearchProjects,Burns/Testa,Maternal foraging of Northern Fur Seals,Marine mammals,Fur Seals,X2004..FY05.,NA
425,ResearchProjects,Fong/Park,Gel enhancement of Alaska Pollock surimi,Seafood Science,Pollock,X2004..FY05.,NA
426,ResearchProjects,Fong/Sannito,Alternative product forms for Pollock roe,Seafood Science,Pollock,X2004..FY05.,NA
427,ResearchProjects,Rea/Wade,"Behavior of ""resident"" killer whales",Marine mammals,Orca,X2004..FY05.,NA
428,ResearchProjects,Fong et al,Development of value-added market opportunities for pollock co-products (dietary supplements from milt),Seafood Science,Pollock,X2004..FY05.,NA
429,ResearchProjects,Hopcroft,First-year pollock and their zooplankton predators in the northern Gulf of Alaska,Ecosystem,Pollock,X2004..FY05.,NA
430,ResearchProjects,McPhee et al,Improved resolution of chum salmon genetic stock identification,Bycatch Species,Salmon,X2004..FY05.,NA
431,ResearchProjects,Seitz,Further examination of the movement behavior and predation of Chinook salmon in the Bering Sea,Bycatch Species,Salmon,X2004..FY05.,NA
432,Misc,Merritt,Instruction in Fisheries Management,NA,NA,X2004..FY05.,NA
